source_id,subject,relative_path,parser,status,units,unit_count,text_chars,formula_count,table_count,embedded_visual_count,notes
SRC-0219,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143858.png,Pillow,parsed,pixels,330240,,,,1,516x640; mode=RGBA
SRC-0220,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143913.png,Pillow,parsed,pixels,341034,,,,1,503x678; mode=RGBA
SRC-0221,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143929.png,Pillow,parsed,pixels,323713,,,,1,481x673; mode=RGBA
SRC-0222,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143937.png,Pillow,parsed,pixels,302577,,,,1,519x583; mode=RGBA
SRC-0223,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 192127.png,Pillow,parsed,pixels,443700,,,,1,1020x435; mode=RGBA
SRC-0224,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 192218.png,Pillow,parsed,pixels,624000,,,,1,975x640; mode=RGBA
SRC-0225,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195223.png,Pillow,parsed,pixels,414344,,,,1,686x604; mode=RGBA
SRC-0226,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195232.png,Pillow,parsed,pixels,918008,,,,1,1183x776; mode=RGBA
SRC-0227,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195239.png,Pillow,parsed,pixels,445970,,,,1,805x554; mode=RGBA
SRC-0228,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195357.png,Pillow,parsed,pixels,252322,,,,1,538x469; mode=RGBA
SRC-0229,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195421.png,Pillow,parsed,pixels,232730,,,,1,629x370; mode=RGBA
SRC-0230,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195706.png,Pillow,parsed,pixels,274436,,,,1,628x437; mode=RGBA
SRC-0231,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195738.png,Pillow,parsed,pixels,153456,,,,1,417x368; mode=RGBA
SRC-0232,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200123.png,Pillow,parsed,pixels,110307,,,,1,443x249; mode=RGBA
SRC-0233,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200502.png,Pillow,parsed,pixels,237354,,,,1,537x442; mode=RGBA
SRC-0234,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200507.png,Pillow,parsed,pixels,556284,,,,1,906x614; mode=RGBA
SRC-0235,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200513.png,Pillow,parsed,pixels,507552,,,,1,816x622; mode=RGBA
SRC-0236,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200525.png,Pillow,parsed,pixels,601749,,,,1,969x621; mode=RGBA
SRC-0237,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200531.png,Pillow,parsed,pixels,602296,,,,1,953x632; mode=RGBA
SRC-0238,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200548.png,Pillow,parsed,pixels,589440,,,,1,960x614; mode=RGBA
SRC-0239,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200610.png,Pillow,parsed,pixels,613655,,,,1,985x623; mode=RGBA
SRC-0240,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200618.png,Pillow,parsed,pixels,611730,,,,1,971x630; mode=RGBA
SRC-0241,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200915.png,Pillow,parsed,pixels,791802,,,,1,946x837; mode=RGBA
SRC-0242,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200937.png,Pillow,parsed,pixels,1651285,,,,1,1909x865; mode=RGBA
SRC-0243,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 201127.png,Pillow,parsed,pixels,1693744,,,,1,1916x884; mode=RGBA
SRC-0244,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 201320.png,Pillow,parsed,pixels,332877,,,,1,1037x321; mode=RGBA
SRC-0245,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 203551.png,Pillow,parsed,pixels,238995,,,,1,1017x235; mode=RGBA
SRC-0246,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 203601.png,Pillow,parsed,pixels,217795,,,,1,1013x215; mode=RGBA
SRC-0247,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 203608.png,Pillow,parsed,pixels,210944,,,,1,1024x206; mode=RGBA
SRC-0248,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 164836.png,Pillow,parsed,pixels,937314,,,,1,1211x774; mode=RGBA
SRC-0249,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193348.png,Pillow,parsed,pixels,245400,,,,1,600x409; mode=RGBA
SRC-0250,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193352.png,Pillow,parsed,pixels,904425,,,,1,1167x775; mode=RGBA
SRC-0251,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193657.png,Pillow,parsed,pixels,472368,,,,1,624x757; mode=RGBA
SRC-0252,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193707.png,Pillow,parsed,pixels,387453,,,,1,597x649; mode=RGBA
SRC-0253,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193717.png,Pillow,parsed,pixels,917430,,,,1,1154x795; mode=RGBA
SRC-0254,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193724.png,Pillow,parsed,pixels,959616,,,,1,1176x816; mode=RGBA
SRC-0255,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193732.png,Pillow,parsed,pixels,874611,,,,1,1117x783; mode=RGBA
SRC-0256,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193741.png,Pillow,parsed,pixels,590604,,,,1,1106x534; mode=RGBA
SRC-0257,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 194023.png,Pillow,parsed,pixels,400158,,,,1,774x517; mode=RGBA
SRC-0258,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 194421.png,Pillow,parsed,pixels,836760,,,,1,1101x760; mode=RGBA
SRC-0259,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 194426.png,Pillow,parsed,pixels,866593,,,,1,1157x749; mode=RGBA
SRC-0260,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220830.png,Pillow,parsed,pixels,355040,,,,1,560x634; mode=RGBA
SRC-0261,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220841.png,Pillow,parsed,pixels,473250,,,,1,631x750; mode=RGBA
SRC-0262,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220913.png,Pillow,parsed,pixels,838116,,,,1,1116x751; mode=RGBA
SRC-0263,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220946.png,Pillow,parsed,pixels,830208,,,,1,1128x736; mode=RGBA
SRC-0264,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220956.png,Pillow,parsed,pixels,939546,,,,1,1143x822; mode=RGBA
SRC-0265,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221002.png,Pillow,parsed,pixels,923200,,,,1,1154x800; mode=RGBA
SRC-0266,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221007.png,Pillow,parsed,pixels,678414,,,,1,1082x627; mode=RGBA
SRC-0267,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221018.png,Pillow,parsed,pixels,835572,,,,1,1074x778; mode=RGBA
SRC-0268,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221029.png,Pillow,parsed,pixels,866012,,,,1,1099x788; mode=RGBA
SRC-0269,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221035.png,Pillow,parsed,pixels,922064,,,,1,1144x806; mode=RGBA
SRC-0270,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221041.png,Pillow,parsed,pixels,861055,,,,1,1019x845; mode=RGBA
SRC-0271,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221207.png,Pillow,parsed,pixels,844800,,,,1,1100x768; mode=RGBA
SRC-0272,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221213.png,Pillow,parsed,pixels,886265,,,,1,1129x785; mode=RGBA
SRC-0273,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221218.png,Pillow,parsed,pixels,865136,,,,1,1112x778; mode=RGBA
SRC-0274,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221227.png,Pillow,parsed,pixels,1035378,,,,1,1186x873; mode=RGBA
SRC-0275,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221231.png,Pillow,parsed,pixels,842703,,,,1,1093x771; mode=RGBA
SRC-0276,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221236.png,Pillow,parsed,pixels,833443,,,,1,1051x793; mode=RGBA
SRC-0277,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221241.png,Pillow,parsed,pixels,949926,,,,1,1139x834; mode=RGBA
SRC-0278,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221245.png,Pillow,parsed,pixels,944478,,,,1,1149x822; mode=RGBA
SRC-0279,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221251.png,Pillow,parsed,pixels,908424,,,,1,1147x792; mode=RGBA
SRC-0280,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221258.png,Pillow,parsed,pixels,917980,,,,1,1106x830; mode=RGBA
SRC-0281,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221306.png,Pillow,parsed,pixels,919335,,,,1,1101x835; mode=RGBA
SRC-0282,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 013019.png,Pillow,parsed,pixels,597780,,,,1,972x615; mode=RGBA
SRC-0283,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 013103.png,Pillow,parsed,pixels,649740,,,,1,980x663; mode=RGBA
SRC-0284,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 013442.png,Pillow,parsed,pixels,652732,,,,1,986x662; mode=RGBA
SRC-0285,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 015309.png,Pillow,parsed,pixels,446424,,,,1,836x534; mode=RGBA
SRC-0286,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131213.png,Pillow,parsed,pixels,78731,,,,1,601x131; mode=RGBA
SRC-0287,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131331.png,Pillow,parsed,pixels,51760,,,,1,647x80; mode=RGBA
SRC-0288,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131346.png,Pillow,parsed,pixels,69960,,,,1,636x110; mode=RGBA
SRC-0289,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131423.png,Pillow,parsed,pixels,44530,,,,1,610x73; mode=RGBA
SRC-0290,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131439.png,Pillow,parsed,pixels,40936,,,,1,602x68; mode=RGBA
SRC-0291,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131539.png,Pillow,parsed,pixels,56544,,,,1,608x93; mode=RGBA
SRC-0292,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131553.png,Pillow,parsed,pixels,30753,,,,1,603x51; mode=RGBA
SRC-0293,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131604.png,Pillow,parsed,pixels,20229,,,,1,613x33; mode=RGBA
SRC-0294,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131617.png,Pillow,parsed,pixels,44496,,,,1,618x72; mode=RGBA
SRC-0295,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131630.png,Pillow,parsed,pixels,43400,,,,1,620x70; mode=RGBA
SRC-0296,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131828.png,Pillow,parsed,pixels,49955,,,,1,515x97; mode=RGBA
SRC-0297,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 151942.png,Pillow,parsed,pixels,149776,,,,1,368x407; mode=RGBA
SRC-0298,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 162010.png,Pillow,parsed,pixels,132356,,,,1,326x406; mode=RGBA
SRC-0299,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 164932.png,Pillow,parsed,pixels,560476,,,,1,1036x541; mode=RGBA
SRC-0300,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 165021.png,Pillow,parsed,pixels,250002,,,,1,646x387; mode=RGBA
SRC-0301,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 165420.png,Pillow,parsed,pixels,565472,,,,1,1312x431; mode=RGBA
SRC-0302,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 165457.png,Pillow,parsed,pixels,461244,,,,1,1292x357; mode=RGBA
SRC-0303,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 171620.png,Pillow,parsed,pixels,815647,,,,1,1069x763; mode=RGBA
SRC-0304,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 144807.png,Pillow,parsed,pixels,194820,,,,1,1020x191; mode=RGBA
SRC-0305,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 144855.png,Pillow,parsed,pixels,274380,,,,1,1020x269; mode=RGBA
SRC-0306,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 144914.png,Pillow,parsed,pixels,305877,,,,1,1023x299; mode=RGBA
SRC-0307,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 182007.png,Pillow,parsed,pixels,1071213,,,,1,1573x681; mode=RGBA
SRC-0308,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 182858.png,Pillow,parsed,pixels,241452,,,,1,1059x228; mode=RGBA
SRC-0309,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 183956.png,Pillow,parsed,pixels,399582,,,,1,474x843; mode=RGBA
SRC-0310,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184010.png,Pillow,parsed,pixels,617392,,,,1,752x821; mode=RGBA
SRC-0311,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184020.png,Pillow,parsed,pixels,498664,,,,1,664x751; mode=RGBA
SRC-0312,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184611.png,Pillow,parsed,pixels,825516,,,,1,997x828; mode=RGBA
SRC-0313,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184620.png,Pillow,parsed,pixels,191889,,,,1,621x309; mode=RGBA
SRC-0314,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185008.png,Pillow,parsed,pixels,679212,,,,1,993x684; mode=RGBA
SRC-0315,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185258.png,Pillow,parsed,pixels,654390,,,,1,990x661; mode=RGBA
SRC-0316,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185409.png,Pillow,parsed,pixels,632434,,,,1,979x646; mode=RGBA
SRC-0317,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185520.png,Pillow,parsed,pixels,377986,,,,1,551x686; mode=RGBA
SRC-0318,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 190122.png,Pillow,parsed,pixels,306000,,,,1,1000x306; mode=RGBA
SRC-0319,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 190713.png,Pillow,parsed,pixels,282600,,,,1,450x628; mode=RGBA
SRC-0320,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 191415.png,Pillow,parsed,pixels,668136,,,,1,984x679; mode=RGBA
SRC-0321,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 191813.png,Pillow,parsed,pixels,671531,,,,1,989x679; mode=RGBA
SRC-0322,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 192550.png,Pillow,parsed,pixels,620194,,,,1,986x629; mode=RGBA
SRC-0323,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 192817.png,Pillow,parsed,pixels,649047,,,,1,997x651; mode=RGBA
SRC-0324,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210058.png,Pillow,parsed,pixels,741702,,,,1,962x771; mode=RGBA
SRC-0325,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210211.png,Pillow,parsed,pixels,815256,,,,1,1206x676; mode=RGBA
SRC-0326,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210229.png,Pillow,parsed,pixels,655380,,,,1,993x660; mode=RGBA
SRC-0327,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210307.png,Pillow,parsed,pixels,770280,,,,1,980x786; mode=RGBA
SRC-0328,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210327.png,Pillow,parsed,pixels,1099528,,,,1,1336x823; mode=RGBA
SRC-0329,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210424.png,Pillow,parsed,pixels,760304,,,,1,976x779; mode=RGBA
SRC-0330,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210519.png,Pillow,parsed,pixels,340065,,,,1,687x495; mode=RGBA
SRC-0331,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210903.png,Pillow,parsed,pixels,784124,,,,1,1004x781; mode=RGBA
SRC-0332,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211310.png,Pillow,parsed,pixels,808567,,,,1,997x811; mode=RGBA
SRC-0333,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211654.png,Pillow,parsed,pixels,802000,,,,1,1000x802; mode=RGBA
SRC-0334,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211700.png,Pillow,parsed,pixels,845064,,,,1,1164x726; mode=RGBA
SRC-0335,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211707.png,Pillow,parsed,pixels,195640,,,,1,670x292; mode=RGBA
SRC-0336,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 212749.png,Pillow,parsed,pixels,785785,,,,1,1001x785; mode=RGBA
SRC-0337,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 212753.png,Pillow,parsed,pixels,762960,,,,1,1156x660; mode=RGBA
SRC-0338,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 212801.png,Pillow,parsed,pixels,257848,,,,1,668x386; mode=RGBA
SRC-0339,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 213044.png,Pillow,parsed,pixels,802714,,,,1,1177x682; mode=RGBA
SRC-0340,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 213839.png,Pillow,parsed,pixels,778554,,,,1,1002x777; mode=RGBA
SRC-0341,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214022.png,Pillow,parsed,pixels,741860,,,,1,980x757; mode=RGBA
SRC-0342,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214125.png,Pillow,parsed,pixels,675410,,,,1,986x685; mode=RGBA
SRC-0343,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214432.png,Pillow,parsed,pixels,704172,,,,1,996x707; mode=RGBA
SRC-0344,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214508.png,Pillow,parsed,pixels,859769,,,,1,1223x703; mode=RGBA
SRC-0345,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214518.png,Pillow,parsed,pixels,336648,,,,1,676x498; mode=RGBA
SRC-0346,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214537.png,Pillow,parsed,pixels,345500,,,,1,691x500; mode=RGBA
SRC-0347,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214550.png,Pillow,parsed,pixels,647870,,,,1,1030x629; mode=RGBA
SRC-0348,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214607.png,Pillow,parsed,pixels,10,,,,1,2x5; mode=RGBA
SRC-0349,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214612.png,Pillow,parsed,pixels,1165180,,,,1,1564x745; mode=RGBA
SRC-0350,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214737.png,Pillow,parsed,pixels,310072,,,,1,686x452; mode=RGBA
SRC-0351,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214827.png,Pillow,parsed,pixels,779332,,,,1,989x788; mode=RGBA
SRC-0352,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 221801.png,Pillow,parsed,pixels,1091109,,,,1,1329x821; mode=RGBA
SRC-0353,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 221825.png,Pillow,parsed,pixels,622832,,,,1,938x664; mode=RGBA
SRC-0354,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 221848.png,Pillow,parsed,pixels,338142,,,,1,679x498; mode=RGBA
SRC-0355,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 221938.png,Pillow,parsed,pixels,821354,,,,1,998x823; mode=RGBA
SRC-0356,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222102.png,Pillow,parsed,pixels,796576,,,,1,992x803; mode=RGBA
SRC-0357,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222110.png,Pillow,parsed,pixels,561446,,,,1,809x694; mode=RGBA
SRC-0358,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222242.png,Pillow,parsed,pixels,534996,,,,1,772x693; mode=RGBA
SRC-0359,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222426.png,Pillow,parsed,pixels,790364,,,,1,1003x788; mode=RGBA
SRC-0360,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222640.png,Pillow,parsed,pixels,704704,,,,1,1001x704; mode=RGBA
SRC-0361,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222712.png,Pillow,parsed,pixels,667575,,,,1,989x675; mode=RGBA
SRC-0362,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222728.png,Pillow,parsed,pixels,1695232,,,,1,1892x896; mode=RGBA
SRC-0363,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222753.png,Pillow,parsed,pixels,1192996,,,,1,1244x959; mode=RGBA
SRC-0364,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 222815.png,Pillow,parsed,pixels,1270552,,,,1,1318x964; mode=RGBA
SRC-0365,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 223246.png,Pillow,parsed,pixels,166634,,,,1,442x377; mode=RGBA
SRC-0366,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 223553.png,Pillow,parsed,pixels,103918,,,,1,466x223; mode=RGBA
SRC-0367,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 223618.png,Pillow,parsed,pixels,77510,,,,1,337x230; mode=RGBA
SRC-0368,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 225617.png,Pillow,parsed,pixels,456660,,,,1,774x590; mode=RGBA
SRC-0369,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 225624.png,Pillow,parsed,pixels,75744,,,,1,288x263; mode=RGBA
SRC-0370,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 230236.png,Pillow,parsed,pixels,782432,,,,1,998x784; mode=RGBA
SRC-0371,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 230421.png,Pillow,parsed,pixels,448256,,,,1,824x544; mode=RGBA
SRC-0372,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 230451.png,Pillow,parsed,pixels,453495,,,,1,735x617; mode=RGBA
SRC-0373,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 230504.png,Pillow,parsed,pixels,1021350,,,,1,1238x825; mode=RGBA
SRC-0374,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 230647.png,Pillow,parsed,pixels,792376,,,,1,988x802; mode=RGBA
SRC-0375,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 230926.png,Pillow,parsed,pixels,799365,,,,1,993x805; mode=RGBA
SRC-0376,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 233922.png,Pillow,parsed,pixels,836991,,,,1,1017x823; mode=RGBA
SRC-0377,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 233950.png,Pillow,parsed,pixels,298683,,,,1,693x431; mode=RGBA
SRC-0378,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 234018.png,Pillow,parsed,pixels,773971,,,,1,991x781; mode=RGBA
SRC-0379,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 234414.png,Pillow,parsed,pixels,778050,,,,1,975x798; mode=RGBA
SRC-0380,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 234525.png,Pillow,parsed,pixels,807665,,,,1,991x815; mode=RGBA
SRC-0381,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 234714.png,Pillow,parsed,pixels,335296,,,,1,676x496; mode=RGBA
SRC-0382,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 234731.png,Pillow,parsed,pixels,893144,,,,1,1148x778; mode=RGBA
SRC-0383,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 234938.png,Pillow,parsed,pixels,792207,,,,1,999x793; mode=RGBA
SRC-0384,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 235101.png,Pillow,parsed,pixels,814432,,,,1,992x821; mode=RGBA
SRC-0385,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 235200.png,Pillow,parsed,pixels,771678,,,,1,997x774; mode=RGBA
SRC-0386,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 235350.png,Pillow,parsed,pixels,770066,,,,1,986x781; mode=RGBA
SRC-0387,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 235410.png,Pillow,parsed,pixels,255564,,,,1,687x372; mode=RGBA
SRC-0388,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 235700.png,Pillow,parsed,pixels,682040,,,,1,1003x680; mode=RGBA
SRC-0389,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 235751.png,Pillow,parsed,pixels,801000,,,,1,1000x801; mode=RGBA
SRC-0390,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 235823.png,Pillow,parsed,pixels,291600,,,,1,486x600; mode=RGBA
SRC-0391,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-10 000140.png,Pillow,parsed,pixels,102480,,,,1,336x305; mode=RGBA
SRC-0392,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-10 000154.png,Pillow,parsed,pixels,785544,,,,1,922x852; mode=RGBA
SRC-0393,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-10 000156.png,Pillow,parsed,pixels,1018546,,,,1,1214x839; mode=RGBA
SRC-0394,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-10 000228.png,Pillow,parsed,pixels,346320,,,,1,468x740; mode=RGBA
SRC-0395,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-10 001638.png,Pillow,parsed,pixels,859708,,,,1,1091x788; mode=RGBA
